Site Code,Latitude,Longitude,PhysicalAddressCounty,Call Group,Owner,Cluster_ID
YLF,32.9165,-85.4004,Chambers,FO-AL-ASHLAND,APC,1
YLG,33.165645,-86.761881,Shelby,FO-AL-BIRMINGHAM SOUTH,APC,1
YLH,33.58358,-86.73385,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,1
YLI,32.29374,-87.78612,Marengo,FO-AL-DEMOPOLIS,APC,62
YLK,33.43406,-86.878714,JEFFERSON,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
YLL,30.552017,-87.764566,BALDWIN,FO-AL-MOBILE SOUTHEAST,APC,6
YLN,33.332518,-85.710788,Clay,FO-AL-ASHLAND,APC,1
YLO,33.931117,-86.660189,Blount,FO-AL-BIRMINGHAM NORTH,APC,1
YLR,34.0610111,-84.9780306,TAYLORSVILLE (GA),FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
YLV,32.60233,-88.16186,Sumter,FO-AL-DEMOPOLIS,APC,6
YLW,31.489833,-87.9215,Washington,FO-AL-MOBILE NORTHEAST,APC,143
YLX,31.3394,-87.1219,Conecuh,FO-AL-MOBILE NORTHEAST,APC,1
YLY,31.072192,-85.938985,Geneva,FO-AL-DOTHAN WEST,APC,11
YM1,32.959294,-87.563387,Hale,FO-AL-DEMOPOLIS,APC,1
YM2,32.619404,-87.315208,Perry,FO-AL-DEMOPOLIS,APC,247
YM3,33.205852,-87.171529,,FO-AL-TUSCALOOSA,APC,1
YMA,33.472189,-86.841892,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
YMB,31.0169,-85.3797,Houston,FO-AL-DOTHAN EAST,APC,11
YMC,31.26298,-88.008889,Washington,FO-AL-MOBILE BARRY,APC,6
YMD,33.55297,-86.505956,Jefferson,FO-AL-BIRMINGHAM EAST,APC,1
YME,33.17762,-87.255566,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
YMF,32.089942,-87.397238,Wilcox,FO-AL-DEMOPOLIS,APC,62
YMH,32.35234,-86.2655,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
YMI,33.630656,-87.057177,Jefferson,FO-AL-MILLER SP,APC,1
YMK,33.170638,-87.517426,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
YML,31.532401,-87.314062,Monroe,FO-AL-MOBILE NORTHEAST,APC,1
YMM,33.632547,-87.064095,Jefferson,FO-AL-MILLER SP,APC,1
YMN,31.50135,-87.325269,Monroe,FO-AL-MOBILE NORTHEAST,APC,1
YMO,32.356935,-86.373568,Montgomery,FO-AL-MONTGOMERY WEST,APC,1
YMP,32.425446,-86.199779,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
YMR,32.668626,-87.338078,Perry,FO-AL-DEMOPOLIS,APC,247
YMS,31.2475,-88.0717,Washington,FO-AL-MOBILE BARRY,APC,6
YMT,32.804419,-86.447757,Chilton,FO-AL-MONTGOMERY EAST,APC,1
YMU,33.634977,-87.06076,Jefferson,FO-AL-MILLER SP,APC,1
YMV,31.12288,-88.10291,Mobile,FO-AL-MOBILE BARRY,APC,6
YMW,33.50482,-86.81439,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
YMY,33.187344,-86.886148,Shelby,FO-AL-BIRMINGHAM SOUTH,APC,1
YN1,30.771076,-88.127384,Mobile,FO-AL-MOBILE NORTHWEST,APC,6
YN2,32.147557,-85.061367,Russell,FO-AL-EUFAULA,APC,1
YNA,33.966338,-87.444917,Walker,FO-AL-JASPER,APC,1
YNB,31.137167,-87.075283,Escambia,FO-AL-MOBILE NORTHEAST,APC,6
YNC,30.733511,-88.121181,Mobile,FO-AL-MOBILE NORTHWEST,APC,6
YND,30.527223,-88.197041,Mobile,FO-AL-MOBILE SOUTHWEST,APC,6
YNE,32.23114,-88.018443,Choctaw,FO-AL-MOBILE NORTHWEST,APC,168
YNG,31.7364,-86.7544,Butler,FO-AL-MONTGOMERY WEST,APC,1
YNH,32.66353,-85.448871,Lee,FO-AL-PHENIX CITY,APC,1
YNI,30.77204,-88.128848,Mobile,FO-AL-MOBILE NORTHWEST,APC,6
YNL,33.330931,-86.815692,Shelby,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
YNM,32.393074,-86.303152,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
YNN,32.664885,-85.450158,Lee,FO-AL-PHENIX CITY,APC,1
YNO,33.523884,-86.807184,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
YNR,32.743153,-85.3411,Chambers,FO-AL-PHENIX CITY,APC,1
YNS,33.191317,-86.260706,Talladega,FO-AL-ASHLAND,APC,1
YNT,32.513167,-86.993391,Dallas,FO-AL-MONTGOMERY WEST,APC,1
YNU,32.510856,-85.673522,Macon,FO-AL-PHENIX CITY,APC,1
YOA,33.739847,-87.416298,Walker,FO-AL-MILLER SP,APC,1
YOC,32.22461,-87.783197,Marengo,FO-AL-DEMOPOLIS,APC,62
YOE,33.904643,-86.491499,Blount,FO-AL-ALBERTVILLE,APC,1
YOK,33.3905,-86.665912,Shelby,FO-AL-BIRMINGHAM EAST,APC,1
YOM,30.705091,-88.052142,Mobile,FO-AL-MOBILE SOUTHEAST,APC,6
YON,34.681499,-83.342639,Stephens,FO-GA-NE-CORNELIA,GPC,1
YOO,33.44753,-86.827982,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
YOR,32.489945,-88.296111,Sumter,FO-AL-DEMOPOLIS,APC,6
YOV,41.686642,-88.450485,Kendall,FO-GA-SE-ILLINOIS-SOUTH,SOGAS,29
YOX,33.630218,-85.832748,Calhoun,FO-AL-ANNISTON,APC,1
YP1,31.293935,-85.578973,Dale,FO-AL-DOTHAN WEST,APC,11
YP2,31.293507,-85.580609,Dale,FO-AL-DOTHAN WEST,APC,11
YP3,31.293693,-85.579669,DALE,FO-AL-DOTHAN WEST,APC,11
YP4,32.664402,-85.558751,,FO-AL-PHENIX CITY,APC,1
YP5,33.432661,-86.882678,Jefferson,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
YP6,33.496337,-86.85016,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
YPA,33.51194,-86.80527,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
YPC,31.293863,-85.579891,DALE,FO-AL-DOTHAN WEST,APC,11
YPD,30.99898,-87.604498,Escambia,FO-AL-MOBILE SOUTHEAST,APC,6
YPE,33.575002,-86.29058,St. Clair,FO-AL-ALBERTVILLE,APC,1
YPG,32.228876,-88.04924,Choctaw,FO-AL-MOBILE NORTHWEST,APC,168
YPH,32.425461,-85.020475,Russell,FO-AL-PHENIX CITY,APC,1
YPI,33.917619,-85.628633,Calhoun,FO-AL-GADSDEN,APC,1
YPK,33.853358,-87.304328,Walker,FO-AL-MILLER SP,APC,1
YPL,31.988869,-87.527861,Wilcox,FO-AL-MOBILE NORTHEAST,APC,62
YPN,32.195552,-86.421735,Lowndes,FO-AL-MONTGOMERY WEST,APC,1
YPR,33.513604,-86.818326,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
YPS,32.7358,-84.388403,TALBOT,FO-GA-SW-MACON-WEST,GPC,234
YPT,32.435165,-86.464312,Autauga,FO-AL-MONTGOMERY WEST,APC,1
YPU,31.913789,-85.898639,Pike,FO-AL-EUFAULA,APC,1
YPW,34.0474944,-87.8921417,YAMPERTOWN,FO-AL-JASPER,APC,1
YPY,33.51658,-86.88205,Jefferson,FO-AL-BIRMINGHAM NORTHWEST,APC,1
YRA,33.731775,-86.151589,St. Clair,FO-AL-ALBERTVILLE,APC,1
YRC,33.9372,-86.06558,Etowah,FO-AL-ALBERTVILLE,APC,1
YRD,32.383488,-86.305712,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
YRE,33.535014,-86.742044,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,1
YRK,32.46514,-88.2816,Sumter,FO-AL-DEMOPOLIS,APC,6
YRL,30.553631,-87.76568,BALDWIN,FO-AL-MOBILE SOUTHEAST,APC,6
YRM,32.933943,-85.956312,Tallapoosa,FO-AL-ASHLAND,APC,1
YRN,33.13243,-85.356764,Randolph,FO-AL-ASHLAND,APC,1
YRO,33.113467,-85.356906,Randolph,FO-AL-ASHLAND,APC,1
YRS,30.694948,-88.042309,Mobile,FO-AL-MOBILE SOUTHEAST,APC,6
YS1,31.112397,-85.579199,Geneva,FO-AL-DOTHAN WEST,GPC,11
YS2,32.593043,-85.433807,Lee,FO-AL-PHENIX CITY,APC,1
YS3,30.55305,-87.76444,Baldwin,FO-AL-MOBILE SOUTHEAST,APC,6
YS4,33.757047,-87.025559,Walker,FO-AL-BIRMINGHAM NORTHWEST,APC,1
YS5,32.42272,-87.06805,Dallas,FO-AL-MONTGOMERY WEST,APC,1
YS6,30.980578,-88.027339,Mobile,FO-AL-MOBILE BARRY,APC,6
YS7,33.21993,-87.06328,Bibb,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
YS8,31.112397,-85.579199,Geneva,FO-AL-DOTHAN WEST,APC,11
YS9,31.7809,-88.31095,Choctaw,FO-AL-MOBILE NORTHWEST,APC,128
YSA,33.321508,-88.042542,Pickens,FO-AL-FAYETTE,APC,1
YSB,33.219455,-87.0634,BIBB,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
YSC,32.381522,-86.299142,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
YSD,33.939163,-87.106787,Walker,FO-AL-MILLER SP,APC,1
YSE,32.42272,-87.06805,Dallas,FO-AL-MONTGOMERY WEST,APC,1
YSG,33.890078,-88.128353,Lamar,FO-AL-JASPER,APC,1
YSH,30.668683,-88.071933,Mobile,FO-AL-MOBILE SOUTHEAST,APC,6
YSI,30.52701,-87.5084,Baldwin,FO-AL-MOBILE SOUTHEAST,APC,6
YSJ,33.4608,-86.6932,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,1
YSK,33.855,-86.8322,Blount,FO-AL-BIRMINGHAM NORTH,APC,1
YSL,33.167696,-86.281321,Talladega,FO-AL-ASHLAND,APC,1
YSM,34.109255,-86.116408,Etowah,FO-AL-ALBERTVILLE,APC,1
YSN,32.228998,-86.260089,MONTGOMERY,FO-AL-MONTGOMERY WEST,APC,1
YSO,33.498897,-86.808928,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
YSP,33.48685,-86.87978,Jefferson,FO-AL-BIRMINGHAM NORTHWEST,APC,1
YSQ,32.401184,-85.916786,MACON,FO-AL-PHENIX CITY,SCS,1
YSR,32.424837,-85.021091,Russell,FO-AL-PHENIX CITY,APC,1
YSS,31.020651,-86.013545,Geneva,FO-AL-DOTHAN WEST,APC,11
YST,33.169196,-87.517583,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
YSU,32.326184,-86.293058,Montgomery,FO-AL-MONTGOMERY WEST,APC,1
YSV,30.55305,-87.76444,Baldwin,FO-AL-MOBILE SOUTHEAST,APC,6
YSW,32.228776,-86.263222,Montgomery,FO-AL-MONTGOMERY WEST,APC,1
YSX,31.250445,-85.851529,Coffee,FO-AL-DOTHAN WEST,APC,11
YSY,33.166457,-86.283317,Talladega,FO-AL-ASHLAND,APC,1
YSZ,31.96193,-87.625301,Wilcox,FO-AL-MOBILE NORTHEAST,APC,62
YT1,31.16018,-87.98346,Mobile,FO-AL-MOBILE BARRY,APC,6
YT2,31.147757,-87.982992,Mobile,FO-AL-MOBILE BARRY,APC,6
YTA,33.411087,-86.14043,Talladega,FO-AL-ALBERTVILLE,APC,1
YTB,32.653142,-86.739078,Autauga,FO-AL-MONTGOMERY WEST,APC,1
YTE,30.546819,-88.174834,Mobile,FO-AL-MOBILE SOUTHWEST,APC,6
YTH,33.201364,-87.574629,Tuscaloosa,FO-AL-FAYETTE,APC,1
YTI,33.47582,-86.94933,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
YTK,33.544,-85.4701,Cleburne,FO-AL-ANNISTON,APC,1
YTM,31.9306,-87.7561,Clarke,FO-AL-MOBILE NORTHEAST,APC,62
YTN,31.13598,-87.99612,Mobile,FO-AL-MOBILE BARRY,APC,6
YTO,31.829336,-85.948797,Pike,FO-AL-EUFAULA,APC,1
YTR,33.817404,-86.714235,Blount,FO-AL-BIRMINGHAM NORTH,APC,1
YTS,33.236156,-87.508872,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
YTU,33.235286,-87.561754,Tuscaloosa,FO-AL-FAYETTE,APC,1
YTV,31.8914,-87.7125,Clarke,FO-AL-MOBILE NORTHEAST,APC,62
YTY,31.811144,-86.00279,Pike,FO-AL-EUFAULA,APC,1
YU8,33.490748,-86.932625,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
YUA,30.980606,-88.027473,Mobile,FO-AL-MOBILE BARRY,APC,6
YUN,32.46711,-87.50342,Perry,FO-AL-DEMOPOLIS,APC,122
YUS,32.118411,-85.71935,Bullock,FO-AL-EUFAULA,APC,1
YUT,33.479228,-86.94873,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
YV1,31.322805,-85.707886,Dale,FO-AL-DOTHAN WEST,APC,11
YV2,31.323462,-85.722466,Dale,FO-AL-DOTHAN WEST,APC,11
YVA,33.461806,-86.783792,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
YVD,32.599076,-86.667463,Autauga,FO-AL-MONTGOMERY WEST,APC,1
YVE,33.9277889,-85.0004444,YORKVILLE,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
YVI,33.412945,-86.398442,Shelby,FO-AL-ASHLAND,APC,1
YVN,33.158182,-87.261158,,FO-AL-TUSCALOOSA,APC,1
YW1,32.849587,-85.188117,Chambers,FO-AL-PHENIX CITY,APC,1
YWA,31.24951,-85.288716,HOUSTON,FO-AL-DOTHAN EAST,APC,11
YWB,31.252279,-85.289102,Houston,FO-AL-DOTHAN EAST,APC,11
YWC,31.263154,-88.009039,Washington,FO-AL-MOBILE BARRY,APC,6
YWE,31.252011,-85.288949,Houston,FO-AL-DOTHAN EAST,APC,11
YWF,33.937174,-87.875202,Marion,FO-AL-JASPER,APC,1
YWI,33.923925,-87.816181,Marion,FO-AL-JASPER,APC,1
YWL,33.243677,-86.46811,Shelby,FO-AL-BIRMINGHAM EAST,APC,1
YWM,32.364825,-86.345656,Montgomery,FO-AL-MONTGOMERY WEST,APC,1
YWN,33.913641,-87.85388,Fayette,FO-AL-JASPER,APC,1
YWO,33.246602,-86.463164,Shelby,FO-AL-BIRMINGHAM EAST,APC,1
YWP,32.849068,-85.187886,Chambers,FO-AL-PHENIX CITY,APC,1
YWR,33.48864,-86.71121,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,1
YWS,31.258128,-88.050152,Washington,FO-AL-MOBILE BARRY,APC,6
YWT,32.553487,-86.243813,Elmore,FO-AL-MONTGOMERY EAST,APC,1
YWU,32.53593,-86.19193,Elmore,FO-AL-MONTGOMERY EAST,APC,1
YWV,33.651655,-88.257959,LOWNDES,FO-AL-JASPER,APC,248
YYA,32.574917,-85.891623,Elmore,FO-AL-PHENIX CITY,APC,1
YYB,32.1855,-86.2817,Montgomery,FO-AL-MONTGOMERY WEST,APC,1
YYE,30.40308,-88.13088,Mobile,FO-AL-MOBILE SOUTHWEST,APC,6
YYM,33.42136,-86.8017,Jefferson,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
Z1A,34.382679,-83.239031,Franklin,FO-GA-NE-GAINESVILLE,GPC,1
Z1B,32.064276,-81.089518,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
Z1C,32.1492,-81.1803,Chatham,FO-GA-SE-SAVANNAH 2,GPC,5
Z1L,32.305098,-86.374278,Montgomery,FO-AL-MONTGOMERY WEST,APC,1
Z1M,33.700609,-84.179714,Dekalb,FO-GA-NE-CONYERS,GPC,1
Z1O,33.94473,-83.51128,Clarke,FO-GA-NE-ATHENS EAST,GPC,1
Z1S,31.1661,-81.4017,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
Z1T,33.531764,-84.224329,Henry,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
Z1U,34.528763,-83.375834,Stephens,FO-GA-NE-CORNELIA,GPC,1
Z1W,31.20276,-82.36847,Ware,FO-GA-SE-WAYCROSS,GPC,101
Z1X,32.173914,-81.899289,Evans,FO-GA-SE-SAVANNAH 3,GPC,84
Z2A,31.382431,-83.21749,Berrien,FO-GA-SE-WAYCROSS,GPC,15
Z2B,32.041068,-81.144923,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
Z2C,34.501943,-83.512439,Habersham,FO-GA-NE-CORNELIA,GPC,1
Z2K,31.92847,-84.072255,Sumter,FO-GA-SW-AMERICUS,GPC,98
Z2M,33.56322,-83.483573,Morgan,FO-GA-NE-ATHENS WEST,GPC,1
Z2S,34.237444,-84.157398,Forsyth,FO-GA-NE-CUMMING,GPC,1
Z2T,33.723206,-84.610027,Douglas,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
Z2W,33.7192,-82.7631,Wilkes,FO-GA-SE-AUGUSTA 1,GPC,22
Z3B,31.203276,-81.493012,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
Z3C,33.698947,-84.043372,Rockdale,FO-GA-NE-CONYERS,GPC,1
Z3M,32.823165,-83.190689,Wilkinson,FO-GA-SW-MACON-EAST,GPC,1
Z3S,34.066021,-84.454093,Cobb,FO-GA-NW-COBB,GPC,1
Z3T,33.743056,-85.0375,Carroll,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
Z3W,31.062278,-81.647861,Camden,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
Z4B,30.913805,-84.604034,Decatur,FO-GA-SW-BAINBRIDGE,GPC,30
Z4C,34.804768,-85.438612,Walker,FO-GA-NW-FLOYD & NORTH,GPC,1
Z4M,33.42193,-84.76427,Coweta,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
Z4S,33.561834,-82.053409,Columbia,FO-GA-SE-AUGUSTA 1,GPC,1
Z4T,32.835772,-83.74607,Bibb,FO-GA-SW-MACON-WEST,GPC,1
Z4W,33.41361,-85.03306,Heard,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
Z5B,33.71338,-83.485045,Morgan,FO-GA-NE-ATHENS WEST,GPC,51
Z5C,33.575667,-85.07947,Carroll,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
Z5M,33.828429,-84.467732,Cobb,FO-GA-NW-METRO NORTHWEST,GPC,1
Z5P,33.983363,-84.43028,Cobb,FO-GA-NW-COBB,GPC,1
Z5S,32.5435,-82.3023,Emanuel,FO-GA-SE-BAXLEY,GPC,45
Z5T,34.751071,-83.405174,RABUN,FO-GA-NE-CORNELIA,GPC,1
Z5W,33.089681,-82.051558,Burke,FO-GA-SE-AUGUSTA 2,GPC,1
Z6B,31.768794,-82.280672,Appling,FO-GA-SE-BAXLEY,GPC,16
Z6C,32.080861,-81.21475,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
Z6M,33.823122,-84.47612,Cobb,FO-GA-NW-METRO NORTHWEST,GPC,1
Z6S,33.13931,-83.20437,Baldwin,FO-GA-SW-MACON-EAST,GPC,1
Z6W,32.882218,-82.413004,Jefferson,FO-GA-SE-AUGUSTA 2,GPC,45
Z7B,33.708001,-83.107492,Oglethorpe,FO-GA-NE-ATHENS EAST,GPC,1
Z7C,34.276722,-85.167439,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
Z7M,32.808361,-81.948067,Jenkins,FO-GA-SE-AUGUSTA 2,GPC,107
Z7S,33.609529,-83.707296,Newton,FO-GA-NE-CONYERS,GPC,1
Z7W,33.913048,-83.381875,Clarke,FO-GA-NE-ATHENS EAST,GPC,1
Z8B,34.121859,-84.923426,BARTOW,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
Z8C,33.56139,-85.09333,Carroll,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
Z8S,32.144792,-81.146455,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
Z8W,32.15403,-81.15814,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
Z9B,33.708001,-83.107492,Oglethorpe,FO-GA-NE-ATHENS EAST,GPC,1
Z9C,32.151421,-81.172897,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
Z9M,34.457699,-85.354199,Chattooga,FO-GA-NW-FLOYD & NORTH,GPC,1
Z9W,31.100912,-81.708603,Camden,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
ZA1,33.800928,-84.628174,Douglas,FO-GA-NW-COBB,GPC,1
ZA2,34.97183,-83.326798,Rabun,FO-GA-NE-CORNELIA,GPC,1
ZA3,31.567426,-82.472628,Bacon,FO-GA-SE-WAYCROSS,GPC,101
ZA4,33.981764,-83.38992,Clarke,FO-GA-NE-ATHENS EAST,GPC,1
ZA5,33.976526,-83.345987,Clarke,FO-GA-NE-ATHENS EAST,GPC,1
ZA6,34.483288,-83.223303,Stephens,FO-GA-NE-CORNELIA,GPC,1
ZA7,32.683114,-83.645107,Bibb,FO-GA-SW-MACON-EAST,GPC,1
ZAA,34.36863,-84.94125,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZAB,31.56389,-84.11083,Dougherty,FO-GA-SW-BAINBRIDGE,GPC,12
ZAC,34.068187,-84.662994,Cobb,FO-GA-NW-COBB,GPC,1
ZAD,33.73666,-84.23426,DeKalb,FO-GA-NE-METRO SOUTHEAST,GPC,1
ZAE,32.569995,-83.189453,Laurens,FO-GA-SW-PERRY,GPC,169
ZAF,33.913044,-84.335962,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
ZAH,33.970996,-83.39307,Clarke,FO-GA-NE-ATHENS EAST,GPC,1
ZAI,34.240721,-84.904243,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZAK,33.825401,-84.473358,Cobb,FO-GA-NW-METRO NORTHWEST,GPC,1
ZAL,34.06129,-84.31741,Fulton,FO-GA-NE-CUMMING,GPC,1
ZAM,34.24437,-84.79668,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZAN,33.335873,-81.954001,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
ZAO,33.618586,-83.825061,Newton,FO-GA-NE-CONYERS,GPC,1
ZAP,31.69412,-83.65267,Turner,FO-GA-SE-WAYCROSS,GPC,13
ZAQ,31.603764,-84.148283,Dougherty,FO-GA-SW-BAINBRIDGE,GPC,12
ZAR,33.712462,-84.754436,Douglas,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
ZAS,34.001781,-82.636414,Elbert,FO-GA-NE-ATHENS EAST,GPC,75
ZAT,30.73609,-84.4957,Decatur,FO-GA-SW-BAINBRIDGE,GPC,30
ZAU,33.81308,-84.63864,Cobb,FO-GA-NW-COBB,GPC,1
ZAV,34.043281,-84.051942,Gwinnett,FO-GA-NE-CUMMING,GPC,1
ZAW,33.78176,-84.43318,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZAX,32.057113,-84.174698,Sumter,FO-GA-SW-AMERICUS,GPC,3
ZAZ,33.7859,-84.3972,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZB1,33.790896,-84.366717,FULTON,FO-GA-NE-METRO NORTHEAST,GPC,1
ZB2,33.367358,-84.505752,Fayette,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZB3,34.295429,-82.954727,Hart,FO-GA-NE-ATHENS EAST,GPC,1
ZB4,33.032534,-84.200699,Lamar,FO-GA-SW-MACON-WEST,GPC,1
ZB5,31.371648,-84.905852,Early,FO-GA-SW-BAINBRIDGE,GPC,17
ZB6,34.107239,-84.009426,Gwinnett,FO-GA-NE-CUMMING,GPC,1
ZB7,33.476592,-84.331269,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
ZB8,34.339317,-84.725221,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZB9,33.47315,-82.2549,Columbia,FO-GA-SE-AUGUSTA 1,GPC,1
ZBA,34.162444,-84.077361,Forsyth,FO-GA-NE-CUMMING,GPC,1
ZBB,32.480298,-84.991066,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
ZBC,33.424614,-82.085894,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
ZBD,33.471493,-82.081251,Richmond,FO-GA-SE-AUGUSTA 1,GPC,1
ZBE,32.454482,-84.940581,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
ZBF,33.747413,-84.547137,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZBG,33.75631,-84.380272,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZBH,33.68576,-84.51131,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZBI,33.994118,-84.568031,COBB,FO-GA-NW-COBB,GPC,1
ZBJ,32.571129,-84.290215,Taylor,FO-GA-SW-MACON-WEST,GPC,57
ZBK,33.722901,-84.584861,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
ZBL,34.01979,-84.516082,Cobb,FO-GA-NW-COBB,GPC,1
ZBM,32.661606,-85.086032,Harris,FO-GA-SW-COLUMBUS,GPC,1
ZBN,32.44223,-84.96248,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
ZBO,34.121859,-84.923426,BARTOW,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZBP,32.526376,-84.975311,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
ZBQ,31.789232,-82.334045,Appling,FO-GA-SE-BAXLEY,GPC,16
ZBR,33.615044,-84.385579,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
ZBS,33.96722,-84.37889,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZBT,33.817128,-84.4684,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
ZBU,33.838933,-84.368305,Fulton,FO-GA-NE-METRO NORTHEAST,GPC,1
ZBV,33.850978,-84.259163,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,1
ZBW,33.195921,-83.298062,Putnam,FO-GA-SW-MACON-EAST,GPC,1
ZBX,33.256557,-82.948837,Hancock,FO-GA-SE-AUGUSTA 1,GPC,1
ZBY,34.183499,-84.508399,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZBZ,33.83958,-83.30944,Oconee,FO-GA-NE-ATHENS WEST,GPC,1
ZC1,32.480581,-84.991352,Muscogee,FO-GA-SW-COLUMBUS,GPC,1
ZC2,34.180077,-84.810559,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZC3,34.231647,-84.795527,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZC4,34.260667,-84.779175,Bartow,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
ZC5,34.476111,-83.785,Hall,FO-GA-NE-GAINESVILLE,GPC,1
ZC6,34.531472,-83.539953,Habersham,FO-GA-NE-CORNELIA,GPC,1
ZC7,33.627045,-83.835975,Newton,FO-GA-NE-CONYERS,GPC,1
ZC8,33.626932,-83.826465,Newton,FO-GA-NE-CONYERS,GPC,1
ZC9,33.661715,-83.884794,Newton,FO-GA-NE-CONYERS,GPC,1
ZCA,33.470292,-82.026283,Richmond,FO-GA-SE-AUGUSTA 1,GPC,1
