Host Name,Device IP,Device Type,Device Status,Device Vendor,Device Model,Serial Number,Software Version,Firmware Version,Free Ports,Total Ports,Ports In Use,Uptime,Last Successful Snapshot,Last Snapshot Attempt,Last Snapshot Result,Device Type Standard,associatedWlcIp,deviceSupportLevel,dnsResolvedManagementAddress,errorCode,family,id,instanteTenantId,instanteUuid,interfaceCount,inventoryStatusDetail,lastDeviceResyncStartTime,lastManagedResyncReasons,lastUpdated,lastUpdateTime,lineCardCount,lineCardId,location,locationName,macAddress,managedAtleastOnce,managementState,memorySize,pendingSyncRequestsCount,platformId,reachabilityFailureReason,reachabilityStatus,reasonsForDeviceResync,reasonsForPendingSyncRequests,role,roleSource,serialNumber,series,snmpContact,softwareType,softwareVersion,syncRequestedByApp,tagCount,tunnelUdpPort,type,upTime,uptimeSeconds,vendor,waasDeviceMode,Unnamed: 44,clientCount,clientCount_2_4GHz,clientCount_5GHz,controllerIpAddress,controllerName,countryCode,ethernetMac,hreapEnabled,ipAddress,lwappUpTime,model,status,DateAdded,IsReachable,IsReachable2,adminStatus,ArchiveDate,collectionStatus,collectionTime,creationTime,deviceType,managementStatus,manufacturer_part_name,manufacturer_part_partNumber,manufacturer_part_serialNumber,productFamily,reachability,Site Code Extracted,State,Model,EoS,EoL,In Scope?,Repl Device,ReplaceNow,PrepareToReplace,Material Cost,Labor Cost,Device Cost,latitude,longitude,county,affiliate,Owner,Exception_Flag,Exception_Reason,EoL_Date,Days_to_EoL,EoS_Date,Days_to_EoS
ALFKNSW0101,99.77.157.58,Switch,Active,Cisco,IE-3000-8TC,QOC3757W7U7,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,395d:1h:53m:0s,Jan-23-26 02:21:24,Jan-23-26 02:21:24,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FKN,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.6841889,-87.3946167,FRANKLIN (AL),FO-AL-MOBILE NORTHEAST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALWTYSW0101,99.77.157.62,Switch,Active,Cisco,IE-3000-8TC,QOC3373W73L,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,65d:19h:52m:0s,Jan-23-26 01:22:16,Jan-23-26 01:22:16,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WTY,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.6381861,-87.6731278,WHATLEY,FO-AL-MOBILE NORTHEAST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALNWWSW0101,99.77.157.66,Switch,Active,Cisco,IE-3000-8TC,QOC3373W7EQ,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,300d:23h:3m:0s,Jan-23-26 01:22:35,Jan-23-26 01:22:35,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWW,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.1575,-87.1544444,NW BREWTON,FO-AL-MOBILE NORTHEAST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALPLLSW0101,99.77.157.70,Switch,Active,Cisco,IE-3000-8TC,QOC3373W7E7,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,549d:20h:11m:0s,Jan-23-26 02:19:52,Jan-23-26 02:19:52,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLL,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.055925,-87.1963139,POLLARD,FO-AL-MOBILE NORTHEAST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALPDDSW0101,99.77.157.74,Switch,Active,Cisco,IE-3000-8TC,QOC3373W78Q,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,675d:16h:6m:0s,Jan-23-26 01:11:55,Jan-23-26 01:11:55,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDD,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,30.997264,-87.6164,Baldwin,FO-AL-MOBILE SOUTHEAST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALRGESW0101,99.77.157.78,Switch,Active,Cisco,IE-3000-8TC,QOC3737Z33Q,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,714d:1h:33m:0s,Jan-23-26 02:06:19,Jan-23-26 02:06:19,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RGE,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.235433,-87.262531,Escambia,FO-AL-MOBILE NORTHEAST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALCTBSW0101,99.77.157.86,Switch,Active,Cisco,IE-3000-8TC,QOC3377W73D,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,663d:16h:58m:0s,Jan-23-26 02:20:31,Jan-23-26 02:20:31,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTB,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.3066944,-87.0231944,CASTLEBERRY,FO-AL-MOBILE NORTHEAST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALSBYSW0101,99.77.157.90,Switch,Active,Cisco,IE-3000-8TC,QOC3373W778,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,270d:20h:46m:0s,Jan-23-26 01:07:44,Jan-23-26 01:07:44,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SBY,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.1568694,-86.8466222,SOUTH BROOKLYN,FO-AL-MOBILE NORTHEAST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALCLUSW0101,99.77.158.118,Switch,Active,Cisco,IE-3000-8TC,QOC3733Z883,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1235d:23h:1m:0s,Jan-23-26 02:08:29,Jan-23-26 02:08:29,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLU,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.301106,-85.105865,Houston,FO-AL-DOTHAN EAST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALLOFSW0101,99.77.158.14,Switch,Active,Cisco,IE-3000-8TC,QOC3733Z8PG,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1403d:0h:25m:0s,Jan-23-26 02:17:54,Jan-23-26 02:17:54,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOF,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,32.191744,-85.051122,Barbour,FO-AL-EUFAULA,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALCYNSW0101,99.77.158.146,Switch,Active,Cisco,IE-3000-8TC,QOC3777W7HR,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,419d:3h:25m:0s,Jan-23-26 01:22:33,Jan-23-26 01:22:33,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CYN,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.852075,-85.400058,CLAYTON AL (LTE),FO-AL-EUFAULA,SOLINC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALCFFSW0101,99.77.158.170,Switch,Active,Cisco,IE-3000-8TC,QOC3733Z8PY,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,658d:0h:27m:0s,Jan-23-26 02:18:46,Jan-23-26 02:18:46,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CFF,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.181261,-85.898628,Geneva,FO-AL-DOTHAN WEST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
FLGCVSW0101,99.77.158.178,Switch,Active,Cisco,IE-3000-8TC,QOC3737Z87Q,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,652d:20h:26m:0s,Jan-23-26 02:01:30,Jan-23-26 02:01:30,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCV,FL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,30.973783,-85.494014,Jackson,FO-FL-NEXTERA ENERGY,SOLINC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALOSWSW0101,99.77.158.18,Switch,Active,Cisco,IE-3000-8TC,QOC3733Z838,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1403d:0h:6m:0s,Jan-23-26 01:12:53,Jan-23-26 01:12:53,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OSW,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,32.334364,-85.024514,Russell,FO-AL-PHENIX CITY,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALLUSSW0101,99.77.158.186,Switch,Active,Cisco,IE-3000-8TC,QOC3778W7DY,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,508d:23h:48m:0s,Jan-23-26 02:13:20,Jan-23-26 02:13:20,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LUS,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.7892472,-85.5578639,Unknown,FO-AL-EUFAULA,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALCMESW0101,99.77.158.190,Switch,Active,Cisco,IE-3000-8TC,QOC3753W7QK,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,914d:2h:4m:0s,Jan-23-26 02:17:18,Jan-23-26 02:17:18,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CME,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,32.02675,-85.345,COMER (AL),FO-AL-EUFAULA,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALLKESW0101,99.77.158.194,Switch,Active,Cisco,IE-3000-8TC,QOC3753W7Q8,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,914d:0h:43m:0s,Jan-23-26 02:06:17,Jan-23-26 02:06:17,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LKE,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,32.0079722,-85.1159444,LAKEPOINT,FO-AL-EUFAULA,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALBSPSW0101,99.77.158.198,Switch,Active,Cisco,IE-3000-8TC,QOC3753W7E8,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,552d:22h:19m:0s,Jan-23-26 01:03:29,Jan-23-26 01:03:29,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BSP,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.1536361,-86.6348306,BLUE SPRING WMA,FO-AL-DOTHAN WEST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALESESW0101,99.77.158.202,Switch,Active,Cisco,IE-3000-8TC,QOC3753W7QS,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,259d:20h:42m:0s,Jan-23-26 01:17:21,Jan-23-26 01:17:21,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ESE,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,32.3268056,-85.1562083,EAST SEALE,FO-AL-PHENIX CITY,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALNFRSW0101,99.77.158.206,Switch,Active,Cisco,IE-3000-8TC,QOC3373W7GS,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,553d:0h:3m:0s,Jan-23-26 01:09:37,Jan-23-26 01:09:37,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NFR,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.1325,-86.2880194,NORTH FLORALA,FO-AL-DOTHAN WEST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALSEBSW0101,99.77.158.233,Switch,Active,Cisco,IE-3000-8TC,QOC3373W777,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,768d:0h:56m:0s,Jan-23-26 01:19:47,Jan-23-26 01:19:47,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEB,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.7305528,-85.2499361,SE BAKER HILL,FO-AL-EUFAULA,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GANBFSW0101,99.77.158.214,Switch,Active,Cisco,IE-3000-8TC,QOC3385W78P,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,210d:0h:51m:0s,Jan-23-26 02:21:40,Jan-23-26 02:21:40,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBF,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.6004667,-84.8547556,NORTH BLUFFTON,FO-GA-SW-BAINBRIDGE,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALDOTSW0101,99.77.158.58,Switch,Active,Cisco,IE-3000-8TC,QOC3733Z8QB,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1624d:19h:33m:0s,Jan-23-26 02:00:33,Jan-23-26 02:00:33,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOT,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.2298,-85.4335,Houston,FO-AL-DOTHAN WEST,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAFGNSW0101,99.77.158.74,Switch,Active,Cisco,IE-3000-8TC,QOC3778Z3Z5,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,210d:18h:16m:0s,Jan-23-26 01:18:33,Jan-23-26 01:18:33,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FGN,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.6103861,-85.0167083,Unknown,FO-GA-SW-BAINBRIDGE,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSSLISW0101,99.77.160.33,Switch,Active,Cisco,IE-3000-8TC,QOC3788W3BZ,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,816d:22h:21m:0s,Jan-23-26 02:03:18,Jan-23-26 02:03:18,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SLI,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.4381889,-88.4698611,Unknown,FO-MS-O-CENTRAL,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSSOSSW0101,99.77.160.336,Switch,Active,Cisco,IE-3000-8TC,QOC3778W7ZR,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,991d:20h:14m:0s,Jan-23-26 02:01:25,Jan-23-26 02:01:25,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOS,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.7627722,-89.2816861,SOSO,FO-MS-O-NORTH CENTRAL,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSBASSW0101,99.77.160.114,Switch,Active,Cisco,IE-3000-8TC,QOC3788W3BC,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,963d:20h:33m:0s,Jan-23-26 01:14:03,Jan-23-26 01:14:03,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAS,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,32.0274889,-89.2819333,Unknown,FO-MS-O-NORTH CENTRAL,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSELUSW0101,99.77.160.122,Switch,Active,Cisco,IE-3000-8TC,QOC3788W3M5,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,181d:20h:30m:0s,Jan-23-26 01:19:57,Jan-23-26 01:19:57,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELU,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.7052083,-88.9196972,Unknown,FO-MS-O-NORTH CENTRAL,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSAVESW0101,99.77.160.134,Switch,Active,Cisco,IE-3000-8TC,QOC3778W7ZY,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1255d:23h:21m:0s,Jan-23-26 02:16:11,Jan-23-26 02:16:11,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AVE,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.2635306,-88.7339306,Unknown,FO-MS-O-CENTRAL,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSSFDSW0101,99.77.160.146,Switch,Active,Cisco,IE-3000-8TC,QOC3778W7ZZ,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,426d:19h:39m:0s,Jan-23-26 01:22:30,Jan-23-26 01:22:30,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFD,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.5013,-89.4758,Unknown,FO-MS-O-CENTRAL,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSLLNSW0101,99.77.160.150,Switch,Active,Cisco,IE-3000-8TC,QOC3788W3D3,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1391d:1h:19m:0s,Jan-23-26 01:21:37,Jan-23-26 01:21:37,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LLN,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.6266667,-89.5563889,Unknown,FO-MS-O-CENTRAL,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSHPESW0101,99.77.160.154,Switch,Active,Cisco,IE-3000-8TC,QOC3773W7PX,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,695d:3h:34m:0s,Jan-23-26 02:18:31,Jan-23-26 02:18:31,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPE,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.695433,-89.44075,Covington,FO-MS-O-CENTRAL,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSWLTSW0101,99.77.160.158,Switch,Active,Cisco,IE-3000-8TC,QOC3777W7D8,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1282d:0h:50m:0s,Jan-23-26 02:17:26,Jan-23-26 02:17:26,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLT,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,32.527425,-89.471475,Unknown,FO-MS-O-NORTH CENTRAL,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSWTOSW0101,99.77.160.18,Switch,Active,Cisco,IE-3000-8TC,QOC3788W38Q,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,41d:12h:14m:0s,Jan-23-26 01:03:20,Jan-23-26 01:03:20,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WTO,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,32.3555333,-89.1681361,NEWTON,FO-MS-O-NORTH CENTRAL,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSEWYSW0101,99.77.160.2,Switch,Active,Cisco,IE-3000-8TC,QOC3773W778,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,989d:2h:4m:0s,Jan-23-26 02:07:42,Jan-23-26 02:07:42,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EWY,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,31.7622528,-88.5031306,EAST WAYNESBORO (MS),FO-MS-O-NORTH CENTRAL,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSHIKSW0101,99.77.160.22,Switch,Active,Cisco,IE-3000-8TC,QOC3773W7HB,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1047d:1h:14m:0s,Jan-23-26 02:16:55,Jan-23-26 02:16:55,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIK,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,32.344444,-89.033056,NEWTON,FO-MS-O-NORTH CENTRAL,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSCKYSW0101,99.77.160.26,Switch,Active,Cisco,IE-3000-8TC,QOC3785W3H8,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1444d:23h:2m:0s,Jan-23-26 02:15:26,Jan-23-26 02:15:26,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CKY,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,32.3511111,-88.9002694,Unknown,FO-MS-O-NORTH CENTRAL,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
MSWMRSW0101,99.77.160.30,Switch,Active,Cisco,IE-3000-8TC,QOC3788W3NT,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,762d:21h:20m:0s,Jan-23-26 01:20:45,Jan-23-26 01:20:45,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WMR,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,32.326,-88.79575,Unknown,FO-MS-O-NORTH,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
